id,condition,mean_time_diff,max_time_diff,min_time_diff,std_time_diff,sampling_count,simulation_time,sampling_resolution
2-39-131-30,attack,0.09201171568627452,0.400018,0.011544,0.05185469465509265,2244,211.57453,10.60619158648255
2-39-131-30,normal,0.7854279733327464,12.001180348884859,0.010856032404568339,1.3538557581031614,245,233.854285,1.0476609398027494
2-39-89-25,attack,0.17018295886075988,0.57955,0.01502,0.08214463468356237,2212,382.849363,5.777729346777051
2-39-89-25,normal,1.6059343448299959,31.43684099031617,0.04829566088909587,3.3301185107876634,213,403.764001,0.5275358859939572
2-39-139-28,attack,0.16444288334050794,0.603011,0.011183,0.0858587742266032,2323,382.849363,6.067660611466135
2-39-139-28,normal,1.0660295265621726,16.833525046383897,0.014319663453619569,2.042195083711105,324,403.764001,0.8024489533429208
2-39-131-30,attack,0.16893306105169342,0.566201,0.01174,0.08287223577487063,2244,382.849363,5.861313134795526
2-39-131-30,normal,1.4212514108991423,21.71643369274497,0.01964426006664155,2.4498355949729738,245,403.764001,0.6067901036080727
2-39-89-25,attack,0.10458434199134198,0.346762,0.010698,0.07141830870022003,231,28.588435,8.080190468628311
2-39-89-25,normal,0.11991961870246058,2.3474770291233042,0.0036063723635075817,0.2486692829836311,213,51.87778,4.1058040648616805
2-39-139-28,attack,0.08432810802469133,0.369761,0.010975,0.06400804565800564,324,28.588435,11.333254163790357
2-39-139-28,normal,0.07960341265659476,1.2570064968592298,0.0010692894057786617,0.15249643084294356,324,51.87778,6.2454484366910075
2-39-131-30,attack,0.09844318577075103,0.334153,0.015477,0.06812086527893105,253,28.588435,8.849732418021484
2-39-131-30,normal,0.10612882638947586,1.6216269714855205,0.0014668919588576301,0.18293609036923283,245,51.87778,4.722638478362027
2-39-89-25,attack,0.09041380198914997,0.395969,0.0142,0.04945210897544284,2212,203.895903,10.848673109434671
2-39-89-25,normal,0.8552800789114161,16.74246766655304,0.025721049424760167,1.7735370265042485,213,226.870636,0.9388610344443166
2-39-131-30,attack,0.08929099064171137,0.388527,0.01098,0.05047886417679237,2244,203.895903,11.005615939227576
2-39-131-30,normal,0.7569226119237522,11.565624200142295,0.010462036853525092,1.3047205744953971,245,226.870636,1.079910579525153
2-39-89-25,attack,0.09627886147186152,0.305828,0.014099,0.06328940660508837,231,27.329391,8.452438621848543
2-39-89-25,normal,0.11463831958938844,2.2440933752557335,0.003447546548592584,0.23771780667074993,213,52.037656,4.0931897470554786
2-39-139-28,attack,0.08084085758513926,0.385531,0.011322,0.06577499816312073,323,27.329391,11.81877781323411
2-39-139-28,normal,0.07609765240477231,1.2016475208316297,0.0010221975516575554,0.14578043830000706,324,52.037656,6.226260460309742
2-39-131-30,attack,0.09824604918032788,0.301353,0.016573,0.06213636791864347,244,27.329391,8.928116985848678
2-39-131-30,normal,0.10145487826700218,1.5502099908537694,0.0014022895586398576,0.17487952529447998,245,52.037656,4.708129051777428
2-39-89-25,attack,0.1605018670886073,0.525535,0.010585,0.07720061965323514,2212,362.421053,6.1033981930404035
2-39-89-25,normal,1.520243919805483,29.759414839888194,0.04571867153597964,3.1524280146038963,213,384.44501,0.5540454277192985
2-39-139-28,attack,0.15550858588032734,0.495492,0.010204,0.08501375988278162,2323,362.421053,6.409671791334926
2-39-139-28,normal,1.0091476723855852,15.935311541872238,0.013555586110413742,1.9332263918903327,324,384.44501,0.842773326671609
2-39-131-30,attack,0.15942532620320843,0.532796,0.010273,0.07975454172238616,2244,362.421053,6.191693284440626
2-39-131-30,normal,1.3454154105927107,20.55767496818146,0.018596069647259128,2.3191157719308695,245,384.44501,0.6372822994893339
2-39-89-25,attack,0.10641819480519474,0.42165,0.010221,0.07125043935358767,231,28.747327,8.035529703335548
2-39-89-25,normal,0.12058612136533357,2.360524099384808,0.003626416262992649,0.25005136492382246,213,51.751751,4.11580276771698
2-39-139-28,attack,0.08569033950617282,0.528661,0.010967,0.0683793502518772,324,28.747327,11.270613090392718
2-39-139-28,normal,0.0800458414024786,1.2639928280906894,0.001075232421976935,0.15334399255415646,324,51.751751,6.260657731175125
2-39-131-30,attack,0.10084976284584977,0.323488,0.010254,0.06472073108840891,253,28.747327,8.800818246510364
2-39-131-30,normal,0.10671868104513213,1.630639831152486,0.0014750448149722928,0.1839528330230698,245,51.751751,4.734139333758968
2-39-89-25,attack,0.08315684764918631,0.351316,0.010324,0.043773389061611837,2212,185.920014,11.89758946554296
2-39-89-25,normal,0.7798767994133339,15.266416721281985,0.02345342794428973,1.6171782951283151,213,209.20758,1.018127545856608
2-39-89-25,attack,0.10465163679245279,0.322527,0.01474,0.0610643909935833,212,27.461119,7.720005874487489
2-39-89-25,normal,0.11519087769662438,2.2549099328634625,0.003464163765263706,0.2388636094161212,213,52.342086,4.0693830964245485
2-39-139-28,attack,0.08145484259259253,0.314032,0.010955,0.06078814627510347,324,27.461119,11.798499544028049
2-39-139-28,normal,0.0764644440232162,1.2074394766283802,0.001027124556399528,0.14648310180159713,324,52.342086,6.1900475269556505
2-39-131-30,attack,0.09412167588932803,0.323364,0.010234,0.07024421632304671,253,27.461119,9.21302587851573
2-39-131-30,normal,0.10194389202528005,1.5576820220335055,0.0014090486115216905,0.17572244675248075,245,52.342086,4.680745815136217
2-39-89-25,attack,0.17006724547920427,0.542096,0.012973,0.0814486940573234,2212,383.164303,5.7729803707732135
2-39-89-25,normal,1.6072554204577507,31.462701601977926,0.048335389923309435,3.3328579368521845,213,403.756495,0.5275456931039586
2-39-139-28,attack,0.1636316823073612,0.52214,0.011144,0.08591271438593946,2323,383.164303,6.062673327896101
2-39-139-28,normal,1.0669064650438373,16.847372660851818,0.01433144311224055,2.0438750366686453,324,403.756495,0.8024638712003878
2-39-131-30,attack,0.16838987789661283,0.5742,0.01382,0.08254357709366063,2244,383.164303,5.856495457511343
2-39-131-30,normal,1.4224205624313304,21.734298091352315,0.019660419851305733,2.45185088165449,245,403.756495,0.606801384086713
2-39-89-25,attack,0.10402547186147185,0.334934,0.01487,0.06161377897041787,231,28.916337,7.988563696708889
2-39-89-25,normal,0.12129506590031434,2.374401987163278,0.003647736527399026,0.25152145573211837,213,53.781141,3.9604961151716735
2-39-139-28,attack,0.08543145061728392,0.314871,0.011708,0.0646374713264244,324,28.916337,11.204738691487792
2-39-139-28,normal,0.0805164433355012,1.2714240382298296,0.0010815538803736757,0.15424552570127567,324,53.781141,6.02441662589494
2-39-131-30,attack,0.09559270750988139,0.387202,0.012413,0.07030125363460209,253,28.916337,8.74937928687164
2-39-131-30,normal,0.10734609674480529,1.640226615964277,0.0014837168325199102,0.18503432029697292,245,53.781141,4.555500226371174
2-39-139-28,attack,0.09407018252260016,0.358163,0.01052,0.05215514517074498,2323,220.559398,10.532310212417247
2-39-139-28,normal,0.6141392760493578,9.697788501866611,0.008249553626370698,1.1765079474923426,324,244.592604,1.324651664446894
2-39-131-30,attack,0.09509759670231711,0.374796,0.010766,0.05162724583723509,2244,220.559398,10.174130054526174
2-39-131-30,normal,0.8187824922528746,12.510830642230303,0.011317052065862754,1.411349518233914,245,244.592604,1.001665610461386
2-39-89-25,attack,0.10156764502164496,0.313088,0.011371,0.0653533884510869,231,27.553221,8.3837748044049
2-39-89-25,normal,0.11557721702305948,2.2624726878493995,0.0034757822434148267,0.23966473540645106,213,52.198878,4.0805474784343065
2-39-139-28,attack,0.08221408359133123,0.403133,0.010702,0.06570420050023419,323,27.553221,11.722767367198195
2-39-139-28,normal,0.0767208985480091,1.2114891146156896,0.001030569435172879,0.14697439229278692,324,52.198878,6.207029967195846
2-39-131-30,attack,0.09390711067193677,0.404044,0.011652,0.06508884905061492,253,27.553221,9.182229547681558
2-39-131-30,normal,0.10228580221267308,1.562906340445048,0.001413774427509118,0.17631180324559362,245,52.198878,4.6935874751943905
