id,condition,type,field,mean_top,max_top,min_top,std_top,sampling_count,simulation_time,sampling_resolution
GS_1,attack,branch,tcp_clean_rtx_queue.constprop.0,2.4417816091954023,16.32,1.1,1.4921221797924629,174,382.171741,0.4552926899950983
GS_1,attack,branch,__check_object_size,1.68,1.88,1.48,0.2828427124746189,2,382.171741,0.0052332493102884
GS_1,attack,branch,sched_clock_cpu,1.7917391304347827,3.32,1.21,0.5509549740216613,23,382.171741,0.0601823670683175
GS_1,attack,branch,do_poll.constprop.0,1.758888888888889,2.57,1.18,0.4513990597144737,9,382.171741,0.0235496218962981
GS_1,attack,branch,_copy_from_iter,1.6,1.65,1.55,0.0707106781186546,2,382.171741,0.0052332493102884
GS_1,attack,branch,tcp_sendmsg,1.52,1.68,1.36,0.2262741699796951,2,382.171741,0.0052332493102884
GS_1,attack,branch,__ip_queue_xmit,1.9928571428571429,4.95,1.06,0.742796038795018,84,382.171741,0.2197964710321164
GS_1,attack,branch,perf_pmu_nop_int,2.2292307692307696,4.75,1.08,0.7968956864249769,91,382.171741,0.2381128436181261
GS_1,attack,branch,__update_load_avg_cfs_rq,1.99575,3.87,1.13,0.6262845533558623,80,382.171741,0.2093299724115394
GS_1,attack,branch,__local_bh_enable_ip,2.326551724137932,5.0,1.12,0.9375435460747672,58,382.171741,0.1517642299983661
GS_1,attack,branch,raw_local_deliver,1.29,1.31,1.27,0.0282842712474619,2,382.171741,0.0052332493102884
GS_1,attack,branch,__fget_light,2.8800000000000003,3.75,1.96,0.705407683541936,6,382.171741,0.0156997479308654
GS_1,attack,branch,visit_groups_merge.constprop.0.is,2.673636363636364,14.48,1.08,1.426246676255402,253,382.171741,0.6620060377514935
GS_1,attack,branch,psi_task_change,1.7921052631578946,3.36,1.01,0.5283843702024628,38,382.171741,0.0994317368954812
GS_1,attack,branch,__update_load_avg_se,2.0116,5.58,1.09,0.797611366451038,75,382.171741,0.1962468491358182
GS_1,attack,branch,tcp_mtu_probe,1.6333333333333335,1.92,1.15,0.4209908945967042,3,382.171741,0.0078498739654327
GS_1,attack,branch,__check_object_size.part.0,1.7826470588235297,2.81,1.13,0.4172224813339775,34,382.171741,0.0889652382749042
GS_1,attack,branch,prepare_task_switch,2.9584375,15.11,1.41,2.729134459713107,32,382.171741,0.0837319889646157
GS_1,attack,branch,lapic_next_deadline,1.15,1.15,1.15,,1,382.171741,0.0026166246551442
GS_1,attack,branch,memcg_slab_free_hook,2.0112698412698413,3.69,1.1,0.6143958271854373,63,382.171741,0.1648473532740873
GS_1,attack,branch,arch_perf_update_userpage,2.372464454976303,5.84,1.14,0.9165845464949708,211,382.171741,0.5521078022354353
GS_1,attack,branch,perf_pmu_nop_txn,2.165714285714286,4.23,1.2,0.7876614640888445,28,382.171741,0.0732654903440388
GS_1,attack,branch,__calc_delta,2.189574468085106,5.52,1.17,0.9139854376320856,47,382.171741,0.1229813587917794
GS_1,attack,branch,perf_event_update_userpage,2.055625,4.93,1.09,0.7482828110776907,128,382.171741,0.3349279558584631
GS_1,attack,branch,iterate_groups,2.193619047619048,12.61,1.11,1.3024969539382096,105,382.171741,0.2747455887901455
GS_1,attack,branch,enqueue_to_backlog,1.8726666666666667,3.0,1.06,0.5953926275596473,15,382.171741,0.0392493698271636
GS_1,attack,branch,update_curr,1.9232758620689656,4.78,1.05,0.7823858874947823,58,382.171741,0.1517642299983661
GS_1,attack,branch,native_write_msr,5.672499999999999,70.49,0.02,17.305702143128048,16,382.171741,0.0418659944823078
GS_1,attack,branch,do_syscall_64,1.45,1.68,1.21,0.17538529014715,6,382.171741,0.0156997479308654
GS_1,attack,branch,ip_queue_xmit,1.623,2.19,1.17,0.3131932310890514,10,382.171741,0.0261662465514424
GS_1,attack,branch,read_tsc,1.4615384615384617,1.98,1.14,0.2292322749907523,13,382.171741,0.0340161205168751
GS_1,attack,branch,perf_swevent_add,1.9459322033898303,3.99,1.17,0.6585148353893175,59,382.171741,0.1543808546535103
GS_1,attack,branch,check_stack_object,1.346666666666667,1.77,1.05,0.3763420430052073,3,382.171741,0.0078498739654327
GS_1,attack,branch,syscall_exit_to_user_mode,1.54125,2.08,1.14,0.3273459288625065,8,382.171741,0.0209329972411539
GS_1,attack,branch,set_next_buddy,2.080769230769231,3.27,1.3,0.5748110057294418,13,382.171741,0.0340161205168751
GS_1,attack,branch,put_prev_entity,1.4,1.4,1.4,,1,382.171741,0.0026166246551442
GS_1,attack,branch,rb_first,1.35,1.41,1.26,0.0793725393319376,3,382.171741,0.0078498739654327
GS_1,attack,branch,update_rq_clock,1.612857142857143,2.63,1.16,0.4062100360732036,14,382.171741,0.0366327451720194
GS_1,attack,branch,rb_next,2.17375,5.3,1.11,0.7367606330189556,192,382.171741,0.5023919337876946
GS_1,attack,branch,__skb_datagram_iter,1.9416666666666669,2.48,1.57,0.3155610683826315,12,382.171741,0.0313994958617309
GS_1,attack,branch,ksize,1.4624999999999997,1.82,1.17,0.2089856454400636,12,382.171741,0.0313994958617309
GS_1,attack,branch,perf_swevent_event,1.798,2.31,1.27,0.3754597182122204,5,382.171741,0.0130831232757212
GS_1,attack,branch,update_cfs_group,1.7225,2.39,1.25,0.3191342455247739,16,382.171741,0.0418659944823078
GS_1,attack,branch,clear_buddies,1.7670588235294118,2.55,1.13,0.3871815579589625,17,382.171741,0.0444826191374521
GS_1,attack,branch,enqueue_entity,1.48,1.54,1.42,0.0848528137423857,2,382.171741,0.0052332493102884
GS_1,attack,branch,task_clock_event_add,1.5575,2.12,1.22,0.3252581392415217,8,382.171741,0.0209329972411539
GS_1,attack,branch,perf_event_context_sched_out,1.48,1.72,1.27,0.1845715759987617,4,382.171741,0.0104664986205769
GS_1,attack,branch,tcp_rcv_space_adjust,1.617857142857143,2.14,1.13,0.294414113672681,14,382.171741,0.0366327451720194
GS_1,attack,branch,_raw_spin_lock_bh,2.204375,4.83,1.27,0.853784506694147,32,382.171741,0.0837319889646157
GS_1,attack,branch,perf_pmu_nop_void,1.45,1.88,1.13,0.2980771712157776,5,382.171741,0.0130831232757212
GS_1,attack,branch,get_nohz_timer_target,1.9172727272727272,2.99,1.23,0.5311514079636975,11,382.171741,0.0287828712065866
GS_1,attack,branch,tcp_chrono_stop,1.5339999999999998,2.51,1.13,0.55895438096503,5,382.171741,0.0130831232757212
GS_1,attack,branch,___perf_sw_event,1.44875,1.7,1.22,0.1645285472407231,8,382.171741,0.0209329972411539
GS_1,attack,branch,x86_pmu_enable,1.64,1.64,1.64,,1,382.171741,0.0026166246551442
GS_1,attack,branch,skb_page_frag_refill,4.3020000000000005,11.39,1.1,4.260548086807612,5,382.171741,0.0130831232757212
GS_1,attack,branch,copy_user_generic_unrolled,1.61,2.17,1.27,0.2528909768138161,14,382.171741,0.0366327451720194
GS_1,attack,branch,__intel_pmu_enable_all.constprop.,4.358750000000001,27.87,0.0,9.573152096954724,8,382.171741,0.0209329972411539
GS_1,attack,branch,security_sock_rcv_skb,1.905,3.21,1.21,0.5750685577858055,14,382.171741,0.0366327451720194
GS_1,attack,branch,__cgroup_account_cputime,1.665,1.79,1.54,0.1767766952966369,2,382.171741,0.0052332493102884
GS_1,attack,branch,calc_timer_values,1.698095238095238,2.53,1.2,0.3446827388718362,21,382.171741,0.0549491177580291
GS_1,attack,branch,tcp_ack_update_rtt,2.0925,3.04,1.29,0.6368841563199925,8,382.171741,0.0209329972411539
GS_1,attack,branch,__ksize,2.2535593220338983,4.78,1.11,0.8746304888979559,59,382.171741,0.1543808546535103
GS_1,attack,branch,__schedule,1.940238095238095,3.27,0.65,0.5700512946335239,42,382.171741,0.1098982355160582
GS_1,attack,branch,_raw_spin_lock_irqsave,2.025,2.42,1.79,0.2800595174839329,4,382.171741,0.0104664986205769
GS_1,attack,branch,__entry_text_start,2.068,3.71,1.23,0.6786177902642678,20,382.171741,0.0523324931028848
GS_1,attack,branch,merge_sched_in,3.734360465116279,10.82,1.45,1.480827972739045,344,382.171741,0.9001188813696196
GS_1,attack,branch,pick_next_task,2.2833333333333337,2.92,1.86,0.5612783029240782,3,382.171741,0.0078498739654327
GS_1,attack,branch,event_sched_in,3.09640625,7.68,1.16,1.2023724812469203,320,382.171741,0.8373198896461578
GS_1,attack,branch,_copy_from_user,1.1833333333333331,1.52,0.65,0.4671545069175007,3,382.171741,0.0078498739654327
GS_1,attack,branch,__fget_files,1.3933333333333335,1.74,1.2,0.1934597287981833,6,382.171741,0.0156997479308654
GS_1,attack,branch,schedule,5.441538461538462,31.22,1.56,8.196244918816832,13,382.171741,0.0340161205168751
GS_1,attack,branch,_raw_spin_lock,2.1475280898876403,4.72,1.11,0.8740830011800893,89,382.171741,0.2328795943078376
GS_1,attack,branch,__put_user_nocheck_8,1.7675,2.28,1.25,0.3466472064135029,8,382.171741,0.0209329972411539
GS_1,attack,branch,copy_user_enhanced_fast_string,1.59,2.32,1.14,0.4167904578013821,8,382.171741,0.0209329972411539
GS_1,attack,branch,__netif_receive_skb_core.constpro,1.962391304347826,3.91,1.07,0.532810028543909,92,382.171741,0.2407294682732703
GS_1,attack,branch,__perf_event_task_sched_in,1.8525000000000005,2.89,1.23,0.4497118960775712,20,382.171741,0.0523324931028848
GS_1,attack,branch,__hrtimer_start_range_ns,2.066,2.61,1.52,0.4451179618932491,5,382.171741,0.0130831232757212
GS_1,attack,branch,aa_sk_perm,2.384285714285715,6.7,1.22,1.4093183285760902,35,382.171741,0.0915818629300485
GS_1,attack,branch,validate_xmit_skb,1.73,2.92,1.19,0.4193917901964826,39,382.171741,0.1020483615506254
GS_1,attack,branch,rcu_read_unlock_strict,2.116590909090909,3.54,1.14,0.6146276739537946,44,382.171741,0.1151314848263466
GS_1,attack,branch,perf_event_update_time,1.7696774193548386,3.81,1.06,0.5156305797862062,93,382.171741,0.2433460929284146
GS_1,attack,branch,exit_to_user_mode_prepare,1.96,2.83,1.19,0.5412023651093923,13,382.171741,0.0340161205168751
GS_1,attack,branch,set_next_entity,1.15,1.26,1.06,0.1014889156509221,3,382.171741,0.0078498739654327
GS_1,attack,branch,fpregs_assert_state_consistent,2.901,11.62,1.06,3.3005368250230647,10,382.171741,0.0261662465514424
GS_1,attack,branch,exit_to_user_mode_loop,1.825,2.61,1.18,0.3585196837502282,12,382.171741,0.0313994958617309
GS_1,attack,branch,_copy_to_iter,1.7175,2.49,1.11,0.4450601885459668,8,382.171741,0.0209329972411539
GS_1,attack,branch,native_sched_clock,2.040826446280992,4.34,1.13,0.6799455698520527,121,382.171741,0.3166115832724534
GS_1,attack,branch,__rseq_handle_notify_resume,1.567777777777778,2.45,1.1,0.4180543558491461,9,382.171741,0.0235496218962981
GS_1,attack,branch,perf_log_itrace_start,1.864363636363637,3.95,1.05,0.6450919074237168,55,382.171741,0.1439143560329333
GS_1,attack,branch,process_backlog,2.4328571428571424,3.76,1.71,0.7731475556820591,7,382.171741,0.0183163725860097
GS_1,attack,branch,tcp_ack,1.8805102040816328,4.21,1.15,0.5806739284960273,98,382.171741,0.2564292162041358
GS_1,attack,branch,entry_SYSCALL_64_after_hwframe,2.777,8.26,1.26,2.094193294697401,10,382.171741,0.0261662465514424
GS_1,attack,branch,__dev_queue_xmit,1.9028571428571428,4.28,1.1,0.6630916479362583,84,382.171741,0.2197964710321164
GS_1,attack,branch,raw_spin_rq_lock_nested,1.4,1.46,1.34,0.0848528137423856,2,382.171741,0.0052332493102884
GS_1,attack,branch,__alloc_skb,2.271904761904762,3.79,1.11,0.7454570346278788,21,382.171741,0.0549491177580291
GS_1,attack,branch,sk_reset_timer,1.945,2.01,1.88,0.0919238815542511,2,382.171741,0.0052332493102884
GS_1,attack,branch,rb_insert_color,1.2,1.2,1.2,,1,382.171741,0.0026166246551442
GS_1,attack,branch,ip_protocol_deliver_rcu,1.8368421052631576,3.35,1.1,0.6208063988034608,19,382.171741,0.0497158684477406
GS_1,attack,branch,__perf_event_task_sched_out,1.7657142857142858,2.58,1.24,0.3779848243944821,14,382.171741,0.0366327451720194
GS_1,attack,branch,tcp_rack_advance,1.604,1.79,1.36,0.1683151805393678,5,382.171741,0.0130831232757212
GS_1,attack,branch,cgroup_rstat_updated,1.26,1.26,1.26,,1,382.171741,0.0026166246551442
GS_1,attack,branch,__kmalloc_node_track_caller,2.7355102040816326,5.5,1.3,1.1534460347593385,49,382.171741,0.1282146081020679
GS_1,attack,branch,__tcp_transmit_skb,2.6340952380952385,6.63,1.14,1.1188409888587478,210,382.171741,0.5494911775802911
GS_1,attack,branch,tcp_rcv_established,1.7066037735849051,2.81,1.05,0.4196699408061715,53,382.171741,0.1386811067226449
GS_1,attack,branch,pick_next_entity,1.7844444444444447,3.35,1.22,0.6138329167397286,18,382.171741,0.0470992437925963
GS_1,attack,branch,reweight_entity,1.7108,2.64,1.17,0.4044020276902676,25,382.171741,0.065415616378606
GS_1,attack,branch,__mod_timer,2.0074193548387096,4.01,1.18,0.6916404062899326,31,382.171741,0.0811153643094715
GS_1,attack,branch,aa_label_sk_perm.part.0,1.6260714285714288,2.45,1.08,0.3393822196363431,28,382.171741,0.0732654903440388
GS_1,attack,branch,kfree,1.9082758620689653,3.07,1.08,0.5766161694719909,29,382.171741,0.075882114999183
GS_1,attack,branch,perf_event_sched_in,1.484,1.84,1.2,0.2452141920852054,5,382.171741,0.0130831232757212
GS_1,attack,branch,__virt_addr_valid,1.8574074074074076,3.26,1.15,0.5875738421194565,27,382.171741,0.0706488656888945
GS_1,attack,branch,update_load_avg,1.9789156626506024,4.56,1.1,0.6688778590755159,83,382.171741,0.2171798463769721
GS_1,attack,branch,ip_rcv_core,2.258666666666666,5.71,1.22,0.9191161315507612,60,382.171741,0.1569974793086546
GS_1,attack,branch,intel_pmu_enable_all,3.7833333333333337,6.12,2.23,2.05991100131373,3,382.171741,0.0078498739654327
GS_1,attack,branch,pick_next_task_fair,2.175454545454546,5.26,1.09,1.0559253548326013,22,382.171741,0.0575657424131733
GS_1,attack,branch,ktime_get,1.4233333333333331,1.61,1.27,0.1724335620850342,3,382.171741,0.0078498739654327
GS_1,attack,branch,ip_local_deliver_finish,1.969285714285714,2.99,1.44,0.4468258012954229,14,382.171741,0.0366327451720194
GS_1,attack,branch,syscall_return_via_sysret,2.0446153846153843,3.49,1.14,0.7134612274517258,13,382.171741,0.0340161205168751
GS_1,attack,branch,update_min_vruntime,1.9030000000000005,2.46,1.51,0.2940918223956593,10,382.171741,0.0261662465514424
GS_1,normal,branch,dequeue_task_fair,1.6442500000000002,4.19,0.35,0.7201296912028404,80,404.289015,0.1978782431177359
GS_1,normal,branch,tcp_recvmsg_locked,3.789722222222222,10.87,1.15,2.2450319579158537,36,404.289015,0.0890452094029811
GS_1,normal,branch,finish_task_switch.isra.0,1.7094117647058824,2.57,1.12,0.3998667057319741,17,404.289015,0.0420491266625188
GS_1,normal,branch,__lock_text_start,1.9255555555555557,3.01,1.13,0.6500598263066082,9,404.289015,0.0222613023507452
GS_1,normal,branch,ctx_sched_in,2.943333333333333,12.85,0.42,1.6115308780266466,129,404.289015,0.3190786670273492
GS_1,normal,branch,ip_output,2.9210000000000003,5.35,1.22,1.30087534632134,10,404.289015,0.0247347803897169
GS_1,normal,branch,tcp_v4_rcv,5.485,9.83,2.07,2.2983327290306192,16,404.289015,0.0395756486235471
GS_1,normal,branch,psi_task_switch,2.2710000000000004,3.9,1.35,0.7119868419836808,20,404.289015,0.0494695607794339
GS_1,normal,branch,neigh_hh_output,3.0866666666666664,3.88,1.98,0.8150501007095616,6,404.289015,0.0148408682338301
GS_1,normal,branch,rb_erase,1.811212121212121,2.64,1.44,0.2945309573686353,33,404.289015,0.081624775286066
GS_1,normal,branch,__tcp_push_pending_frames,6.395294117647059,9.58,2.38,2.8113055633616626,17,404.289015,0.0420491266625188
GS_1,normal,branch,psi_group_change,15.353397790055247,28.21,1.73,4.746438326650119,362,404.289015,0.8953990501077552
GS_1,normal,branch,tcp_event_data_recv,2.832631578947369,5.5,0.92,1.4253726300525502,19,404.289015,0.0469960827404622
GS_1,normal,branch,sock_poll,2.395625,5.58,1.16,1.128804492962946,16,404.289015,0.0395756486235471
GS_1,normal,branch,switch_fpu_return,2.479117647058824,5.0,1.41,0.9172632801620751,34,404.289015,0.0840982533250377
GS_1,normal,branch,perf_event_groups_first,3.1092432432432435,22.66,0.5,3.0034917126046947,185,404.289015,0.4575934372097644
GS_1,normal,branch,ip_local_out,2.6269230769230774,4.6,1.45,0.9736733248835276,13,404.289015,0.032155214506632
GS_1,normal,branch,__skb_clone,4.822142857142857,7.63,1.58,2.4330044059887026,14,404.289015,0.0346286925456037
GS_1,normal,branch,dequeue_entity,1.90875,4.18,1.3,0.7276006579101645,24,404.289015,0.0593634729353207
GS_1,normal,branch,dequeue_task,1.9578260869565216,3.81,1.16,0.6631190522601168,23,404.289015,0.056889994896349
GS_1,normal,branch,remove_wait_queue,1.955,2.15,1.76,0.2757716446627534,2,404.289015,0.0049469560779433
GS_1,normal,branch,tcp_clean_rtx_queue.constprop.0,3.303636363636364,6.96,1.0,1.932418850466007,33,404.289015,0.081624775286066
GS_1,normal,branch,__check_object_size,1.9044444444444448,2.64,1.3,0.4906146938054116,9,404.289015,0.0222613023507452
GS_1,normal,branch,sched_clock_cpu,5.357213114754098,23.97,1.13,6.8687747891327104,61,404.289015,0.1508821603772736
GS_1,normal,branch,do_poll.constprop.0,2.379895287958115,6.9,0.49,1.0777764583812532,191,404.289015,0.4724343054435946
GS_1,normal,branch,_copy_from_iter,3.494285714285714,5.26,1.45,1.3241991152025805,14,404.289015,0.0346286925456037
GS_1,normal,branch,tcp_sendmsg,5.624545454545454,13.43,1.49,4.435338315622155,22,404.289015,0.0544165168573773
GS_1,normal,branch,__ip_queue_xmit,4.532972972972973,19.1,1.31,3.4616749838327823,37,404.289015,0.0915186874419528
GS_1,normal,branch,__local_bh_enable_ip,4.154166666666667,8.08,1.45,2.2285032006150485,12,404.289015,0.0296817364676603
GS_1,normal,branch,perf_pmu_nop_int,3.237049180327868,22.31,0.81,3.4838022065277543,61,404.289015,0.1508821603772736
GS_1,normal,branch,__update_load_avg_cfs_rq,2.6391818181818185,16.96,0.61,2.2574696120230886,110,404.289015,0.2720825842868869
GS_1,normal,branch,raw_local_deliver,2.80875,7.73,0.86,1.660351750317567,24,404.289015,0.0593634729353207
GS_1,normal,branch,__fget_light,2.642,3.29,1.7,0.7231074916251694,10,404.289015,0.0247347803897169
GS_1,normal,branch,visit_groups_merge.constprop.0.is,3.642758620689655,18.93,0.4,2.296555793920291,261,404.289015,0.6455777681716136
GS_1,normal,branch,psi_task_change,2.115,2.93,1.28,0.7186306422634648,6,404.289015,0.0148408682338301
GS_1,normal,branch,__update_load_avg_se,1.9881,4.18,0.6,0.7932450867649716,100,404.289015,0.2473478038971699
GS_1,normal,branch,tcp_mtu_probe,3.444375,6.5,1.67,1.327433457214837,16,404.289015,0.0395756486235471
GS_1,normal,branch,__check_object_size.part.0,1.8285714285714287,2.16,1.55,0.2451141619347041,7,404.289015,0.0173143462728018
GS_1,normal,branch,lapic_next_deadline,1.298888888888889,1.57,1.04,0.2533004364605618,9,404.289015,0.0222613023507452
GS_1,normal,branch,prepare_task_switch,1.7986842105263157,3.02,1.3,0.3232869284742779,38,404.289015,0.0939921654809245
GS_1,normal,branch,memcg_slab_free_hook,3.6218181818181816,9.04,1.62,2.3822628661917986,11,404.289015,0.0272082584286886
GS_1,normal,branch,arch_perf_update_userpage,2.745792349726776,11.02,0.63,1.5564164604638098,183,404.289015,0.452646481131821
GS_1,normal,branch,perf_pmu_nop_txn,2.553428571428571,6.5,0.8,1.431920657783222,70,404.289015,0.1731434627280189
GS_1,normal,branch,__calc_delta,2.0022727272727274,3.77,0.8,0.7898891992842271,44,404.289015,0.1088330337147547
GS_1,normal,branch,perf_event_update_userpage,3.2660233918128654,9.08,0.53,1.899655844847,171,404.289015,0.4229647446641606
GS_1,normal,branch,iterate_groups,3.5888082901554403,14.41,0.69,1.8274136805690484,193,404.289015,0.477381261521538
GS_1,normal,branch,enqueue_to_backlog,4.369166666666667,8.21,1.43,2.286422907107285,24,404.289015,0.0593634729353207
GS_1,normal,branch,update_curr,2.7902970297029697,7.21,0.79,1.3832378359816098,101,404.289015,0.2498212819361416
GS_1,normal,branch,native_write_msr,2.9455,6.53,0.86,1.5343953122839544,40,404.289015,0.0989391215588679
GS_1,normal,branch,do_syscall_64,1.974186046511628,3.03,1.26,0.3568328444079715,43,404.289015,0.106359555675783
GS_1,normal,branch,ip_queue_xmit,5.2093333333333325,13.37,1.35,3.7103070082188743,15,404.289015,0.0371021705845754
GS_1,normal,branch,read_tsc,1.706969696969697,3.91,0.4,0.8655073831591678,33,404.289015,0.081624775286066
GS_1,normal,branch,perf_swevent_add,2.858509615384615,13.87,0.46,2.114502531667635,208,404.289015,0.5144834321061135
GS_1,normal,branch,check_stack_object,1.9494117647058824,4.6,1.28,0.8206892727171113,17,404.289015,0.0420491266625188
GS_1,normal,branch,syscall_exit_to_user_mode,3.3243589743589737,14.07,1.44,3.773329393235045,39,404.289015,0.0964656435198962
GS_1,normal,branch,set_next_buddy,2.0,2.51,1.51,0.5002999100539594,3,404.289015,0.007420434116915
GS_1,normal,branch,put_prev_entity,1.9504225352112676,3.88,0.66,0.6924355289632558,71,404.289015,0.1756169407669906
GS_1,normal,branch,rb_first,3.0700000000000003,4.98,1.91,0.943586538456095,10,404.289015,0.0247347803897169
GS_1,normal,branch,update_rq_clock,2.08,2.08,2.08,,1,404.289015,0.0024734780389716
GS_1,normal,branch,rb_next,3.457457627118644,12.97,0.55,2.450390046742685,236,404.289015,0.5837408171973211
GS_1,normal,branch,__skb_datagram_iter,5.21,10.14,1.71,2.9911201915001677,14,404.289015,0.0346286925456037
GS_1,normal,branch,ksize,4.446842105263157,9.09,1.56,2.8095809348085643,19,404.289015,0.0469960827404622
GS_1,normal,branch,perf_swevent_event,1.737,2.36,1.51,0.1787706557811461,20,404.289015,0.0494695607794339
GS_1,normal,branch,update_cfs_group,2.137283950617284,6.42,0.36,0.9833310891374268,81,404.289015,0.2003517211567076
GS_1,normal,branch,clear_buddies,3.020952380952381,6.18,1.1,1.514294901140147,21,404.289015,0.0519430388184056
GS_1,normal,branch,enqueue_entity,4.9525,9.27,1.66,2.7198968061975504,12,404.289015,0.0296817364676603
GS_1,normal,branch,task_clock_event_add,1.7538461538461545,3.23,1.12,0.6382467973746317,13,404.289015,0.032155214506632
GS_1,normal,branch,perf_event_context_sched_out,2.055384615384616,3.57,1.32,0.5827604281342292,39,404.289015,0.0964656435198962
GS_1,normal,branch,tcp_rcv_space_adjust,5.043333333333333,10.31,1.83,2.670755199065113,12,404.289015,0.0296817364676603
GS_1,normal,branch,_raw_spin_lock_bh,3.6127272727272737,6.29,1.33,1.9123916487429604,11,404.289015,0.0272082584286886
GS_1,normal,branch,get_nohz_timer_target,2.2671428571428573,3.2,1.63,0.5379812352896796,7,404.289015,0.0173143462728018
GS_1,normal,branch,perf_pmu_nop_void,5.224666666666667,12.34,1.55,3.2687390899389994,15,404.289015,0.0371021705845754
GS_1,normal,branch,tcp_chrono_stop,4.378181818181816,10.85,1.35,3.362504220374249,22,404.289015,0.0544165168573773
GS_1,normal,branch,___perf_sw_event,2.209555555555556,11.12,0.62,1.5722172928638154,90,404.289015,0.2226130235074529
GS_1,normal,branch,copy_user_generic_unrolled,1.3800000000000003,2.49,0.87,0.3725419439472553,17,404.289015,0.0420491266625188
GS_1,normal,branch,x86_pmu_enable,0.01,0.01,0.01,,1,404.289015,0.0024734780389716
GS_1,normal,branch,__cgroup_account_cputime,2.8433333333333333,3.24,1.7,0.6455901692766601,6,404.289015,0.0148408682338301
GS_1,normal,branch,skb_page_frag_refill,3.491428571428572,5.35,1.91,0.9538816016100268,14,404.289015,0.0346286925456037
GS_1,normal,branch,security_sock_rcv_skb,2.8560000000000003,5.49,0.82,1.3969358408995536,40,404.289015,0.0989391215588679
GS_1,normal,branch,__intel_pmu_enable_all.constprop.,3.874999999999999,8.66,1.54,2.1403189913224114,14,404.289015,0.0346286925456037
GS_1,normal,branch,calc_timer_values,2.621636363636364,6.14,1.31,1.31441546455754,55,404.289015,0.1360412921434434
GS_1,normal,branch,tcp_ack_update_rtt,4.643703703703704,11.91,1.2,3.2983645692841224,27,404.289015,0.0667839070522358
GS_1,normal,branch,__ksize,4.297692307692308,14.39,1.09,3.4101897984626106,26,404.289015,0.0643104290132641
GS_1,normal,branch,__schedule,2.209375,4.51,1.3,0.8186222940510848,64,404.289015,0.1583025944941887
GS_1,normal,branch,_raw_spin_lock_irqsave,1.5710344827586205,2.5,0.98,0.3279410315850159,29,404.289015,0.0717308631301792
GS_1,normal,branch,__entry_text_start,1.9516666666666669,3.01,1.45,0.5900988617737426,6,404.289015,0.0148408682338301
GS_1,normal,branch,merge_sched_in,5.825252808988764,15.06,1.07,2.530457107983496,356,404.289015,0.880558181873925
GS_1,normal,branch,pick_next_task,1.65,1.65,1.65,,1,404.289015,0.0024734780389716
GS_1,normal,branch,event_sched_in,6.473400576368876,20.21,1.0,3.3548838471834115,347,404.289015,0.8582968795231797
GS_1,normal,branch,_copy_from_user,4.352222222222222,8.84,1.79,2.550900712384636,9,404.289015,0.0222613023507452
