id,condition,type,field,mean_top,max_top,min_top,std_top,mean_stat,max_stat,min_stat,std_stat,mean_time_diff,max_time_diff,min_time_diff,std_time_diff
2-39-89-25,attack,branch,memcg_slab_free_hook,4.421176470588233,23.89,0.02,3.6589472822598736,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,update_sg_wakeup_stats,4.745679012345678,21.48,0.08,4.735211700196625,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,arch_perf_update_userpage,3.306,4.44,2.36,0.8533639317430755,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,perf_event_update_userpage,4.226372549019608,14.51,0.0,2.6811844542393626,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,kmem_cache_alloc_node,4.839937888198758,33.33,0.24,4.866054548719943,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,iterate_groups,2.958253968253968,4.49,0.0,1.397578019845969,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,perf_init_event,4.503050847457626,11.47,0.16,2.384450528938725,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,account_event,3.776,33.04,0.01,5.12764955900849,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,update_curr,7.021818181818179,25.36,0.73,6.812206576547604,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,futex_wait,1.8372549019607844,3.11,0.09,0.3480119448028904,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,perf_swevent_add,2.531219512195121,3.12,0.05,1.1939036709926627,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,memcpy_erms,3.33625,6.06,1.85,1.4544212152703806,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,timerqueue_add,4.131666666666667,7.0,2.3,1.767002169400668,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,slab_free_freelist_hook.constprop,5.57,10.55,2.91,3.033438642860607,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,hsw_get_event_constraints,4.004769230769231,18.21,0.02,5.179154162268049,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,update_rq_clock,3.5723333333333334,4.76,0.0,1.809654304160044,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,rb_next,3.6064238410596015,14.74,0.01,2.529321738957136,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,mutex_lock,2.391282051282052,11.33,1.74,1.5496747534537176,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,memset_erms,5.273448275862068,30.49,0.91,6.167882408008016,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,allocate_fake_cpuc,4.937747747747748,22.48,0.1,4.637012299214128,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,__srcu_read_unlock,3.9874509803921567,9.85,1.82,1.6650031148766735,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,list_add_event,2.577567567567568,4.68,2.43,0.4902460006375789,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,perf_event_alloc,4.284285714285714,25.36,0.01,3.56137319955071,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,inherit_event.constprop.0,5.5636403508771926,28.5,0.01,5.080862720505257,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,x86_pmu_enable,100.0,100.0,100.0,,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,calc_timer_values,3.37,5.42,2.12,1.1743508845315356,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,__schedule,7.942962962962963,19.48,1.27,5.922104495229855,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,_raw_spin_lock_irqsave,6.663809523809526,10.17,1.82,1.9423470243069123,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,merge_sched_in,3.838176100628931,7.69,0.01,2.479966786054106,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,event_sched_in,5.164293478260869,14.96,0.0,3.8435351357349856,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,check_preempt_wakeup,3.5050000000000003,11.17,0.63,2.988988486748158,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,_raw_spin_lock,2.738,3.28,1.92,0.5379776947049012,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,x86_get_event_constraints,3.648457446808511,34.33,0.05,5.162903078311712,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,__perf_event_task_sched_in,3.795483870967741,14.51,0.96,3.440427142773291,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,should_failslab,4.564065934065934,23.2,0.08,3.940441311444411,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,kmem_cache_alloc_trace,3.777317073170732,14.89,0.01,3.1935570571588467,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,perf_iterate_ctx,2.7945312500000004,4.12,0.01,1.2226356252063857,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,x86_setup_perfctr,7.673174603174604,59.04,0.15,12.033336065120045,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,x86_pmu_hw_config,3.335499999999999,4.41,0.0,1.6750020743726086,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,exit_to_user_mode_loop,3.117377049180328,8.07,0.04,1.6292625137766517,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,native_sched_clock,4.845000000000001,12.68,0.0,2.7190097617528046,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,perf_log_itrace_start,5.033333333333334,11.7,2.5,3.247171846391872,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,perf_event__id_header_size,2.8007006369426746,14.0,0.01,2.3133916478230687,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,perf_event_task_output,4.323409090909092,11.87,0.09,3.1757540347479303,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,intel_cpuc_finish,2.8272549019607847,8.65,1.57,1.8826545922514568,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,rb_insert_color,4.45219512195122,26.97,0.32,5.816576962524916,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,__perf_event_task_sched_out,2.991666666666666,4.4,1.92,0.9264430185751668,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,__cond_resched,4.360508474576271,33.33,0.03,5.718948837646644,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,kmem_cache_alloc_node_trace,3.492808988764045,20.44,0.13,3.2678486811443084,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,__x64_sys_futex,2.4716666666666662,3.12,0.03,1.2408040600542676,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,pick_next_entity,3.644,7.98,1.75,1.5956807772412196,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,kfree,4.461164021164022,19.8,0.07,3.60430323770586,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,copy_process,4.1555,8.75,0.16,2.979582615753852,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,__srcu_read_lock,2.808,3.81,2.25,0.6570540312637919,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,update_load_avg,5.054615384615385,8.97,0.18,2.570863228642205,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,__perf_event_header__init_id,5.806428571428572,10.42,1.84,2.802511530595526,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,branch,perf_event_groups_insert,5.299110320284697,37.15,0.02,4.498550352843864,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,normal,branch,update_load_avg,2.57984375,18.13,0.0,4.0894783663117416,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,__update_load_avg_se,9.75608695652174,26.35,3.23,4.442345438203489,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,kmem_cache_alloc_node,4.281940298507462,32.37,0.0,7.429161060105491,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,perf_try_init_event,4.875611510791368,29.71,0.0,7.684096329348503,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,merge_sched_in,8.630143540669858,99.99,0.01,13.231150579309949,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,ctx_sched_in,2.9759420289855067,16.48,0.0,4.577198706260186,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,perf_event_groups_insert,2.57984375,18.13,0.0,4.0894783663117416,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,native_sched_clock,8.993076923076924,54.64,0.01,14.735983901269083,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,psi_group_change,10.984156378600824,66.34,0.07,14.5849659521949,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,event_sched_in,9.088695652173913,28.23,0.0,7.666200424147064,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,kmem_cache_alloc_trace,3.3853225806451603,30.33,0.01,6.468690981101973,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,visit_groups_merge.constprop.0.is,5.247096774193548,27.62,0.0,7.566096261677159,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,normal,branch,perf_event_update_time,4.8533333333333335,38.76,0.0,10.091656814165944,0.1852492531127668,0.2396691019771577,0.1294195941187751,0.0030062379056888,1.603091930690698,31.381199536720374,0.0482101802654142,3.3242243869269497
2-39-89-25,attack,cycles,dequeue_task_fair,2.583,4.07,1.72,0.6943590169677676,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,___slab_alloc,3.489125,6.41,0.12,1.9837997000705485,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,finish_task_switch.isra.0,10.296666666666663,25.0,3.23,8.531442238371344,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,enqueue_task_fair,2.313611111111111,3.32,0.07,1.3929540096556932,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,plist_add,4.11,5.1,3.22,0.9439809320108112,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,inherit_task_group.isra.0,2.571533333333333,8.55,0.17,1.5638636274273274,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,rb_erase,3.959375,8.34,1.44,2.034051683217513,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,psi_group_change,3.703992673992674,25.0,0.03,2.7628170219913124,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,perf_output_begin,5.8613333333333335,19.84,1.8,5.033902017700536,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,perf_event_groups_first,3.146428571428572,6.73,1.66,1.4956223666876154,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,x86_reserve_hardware,3.7868333333333335,22.51,0.32,3.90280667875715,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,futex_wait_setup,1.925,2.32,1.6,0.3124633311819697,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,clear_page_erms,2.347571428571428,8.95,0.02,1.759245915293308,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,dequeue_entity,2.02,2.36,1.68,0.3399999999999999,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,x86_pmu_event_init,2.9443478260869567,5.21,1.09,1.0518294161949202,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,intel_pmu_event_map,6.697058823529411,23.67,0.9,7.640474269233784,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,intel_cpuc_prepare,3.0585714285714283,9.43,1.52,1.9423063047605564,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,__task_pid_nr_ns,1.544074074074074,2.38,0.72,0.2614936277979203,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,__update_load_avg_cfs_rq,2.26,2.95,1.69,0.499649877414175,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,visit_groups_merge.constprop.0.is,3.739864864864865,27.13,0.39,3.471292567683946,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,__update_load_avg_se,2.143333333333333,2.56,1.84,0.3731398308052001,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,restore_fpregs_from_fpstate,2.231818181818181,6.05,0.25,1.0418080721498646,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,memcg_slab_free_hook,2.642222222222222,4.27,1.57,0.8098576692508656,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,update_sg_wakeup_stats,2.196666666666666,3.83,0.54,0.8302546639541051,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,perf_event_update_userpage,4.278794326241134,13.35,0.39,2.926559285279096,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,kmem_cache_alloc_node,3.3834782608695657,8.53,1.49,1.8580625508006308,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,iterate_groups,4.945,10.16,2.59,2.665365158579857,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,account_event,2.2566666666666664,2.51,2.01,0.2500666577801473,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,native_write_msr,2.7018461538461542,9.47,0.0,1.8390128910536592,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,do_syscall_64,2.675,3.32,1.99,0.5640626442751431,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,mutex_unlock,2.2459574468085104,4.87,0.78,0.8887109853834178,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,futex_wait,4.39972972972973,10.47,1.66,2.3460208468412667,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
2-39-89-25,attack,cycles,_raw_spin_lock_irq,1.967575757575757,2.78,0.11,1.1313681714605284,0.9962016664557664,190.78287706865763,0.0001808757036349,8.091443367103825,0.1697427649186259,0.589876,0.013684,0.0817141301526384
