id,condition,type,field,mean_top,max_top,min_top,std_top,sampling_count,simulation_time,sampling_resolution
2-39-139-28,attack,branch,event_sched_in,3.7863063063063054,12.92,0.04,2.3523216327966185,222,382.171741,0.5808906734420219
2-39-139-28,attack,branch,kmem_cache_alloc_trace,2.8455932203389827,11.42,0.09,1.832485834485535,177,382.171741,0.463142563960531
2-39-139-28,attack,branch,native_sched_clock,2.57125,7.56,0.28,1.1324716425926946,48,382.171741,0.1255979834469236
2-39-139-28,attack,branch,update_load_avg,2.7539583333333333,5.97,0.06,1.1755537211962876,48,382.171741,0.1255979834469236
2-39-139-28,attack,branch,perf_event_groups_insert,3.882020725388601,11.14,0.05,2.1143193742277657,193,382.171741,0.5050085584428389
2-39-139-28,normal,branch,update_load_avg,3.989325842696629,12.4,0.12,2.9855042964269303,89,404.289015,0.2201395454684812
2-39-139-28,normal,branch,__update_load_avg_se,7.125500000000001,23.11,0.96,7.147387800338042,20,404.289015,0.0494695607794339
2-39-139-28,normal,branch,kmem_cache_alloc_node,4.582222222222224,11.29,0.86,3.2167091534327104,36,404.289015,0.0890452094029811
2-39-139-28,normal,branch,merge_sched_in,5.216610169491524,11.64,0.46,3.395028114336637,59,404.289015,0.1459352042993302
2-39-139-28,normal,branch,ctx_sched_in,3.7698461538461534,23.14,0.08,4.116354597206894,130,404.289015,0.3215521450663209
2-39-139-28,normal,branch,perf_event_groups_insert,2.5298901098901103,12.06,0.05,2.233311688703818,91,404.289015,0.2250865015464246
2-39-139-28,normal,branch,native_sched_clock,5.063666666666666,11.45,0.53,2.9770866149045245,30,404.289015,0.0742043411691509
2-39-139-28,normal,branch,psi_group_change,10.871104972375692,30.53,0.15,7.590327243350039,181,404.289015,0.4476995250538776
2-39-139-28,normal,branch,event_sched_in,3.73072,22.09,0.08,3.494009429977857,125,404.289015,0.3091847548714624
2-39-139-28,normal,branch,kmem_cache_alloc_trace,3.63225,19.79,0.04,3.747697435950316,120,404.289015,0.2968173646766039
2-39-139-28,normal,branch,visit_groups_merge.constprop.0.is,4.3485000000000005,12.75,1.14,3.5411138226923966,20,404.289015,0.0494695607794339
2-39-139-28,attack,cycles,perf_event_alloc,5.775773195876289,30.3,0.15,4.613517881718264,291,382.171741,0.7614377746469747
2-39-139-28,normal,cycles,perf_event_alloc,4.426704545454545,13.77,0.0,2.0786433028946467,88,404.289015,0.2176660674295095
2-39-139-28,attack,instructions,native_sched_clock,3.9776158940397344,17.32,0.09,2.1807046899597307,151,382.171741,0.3951103229267807
2-39-139-28,attack,instructions,inherit_event.constprop.0,3.681102941176471,10.14,0.15,2.2391485394938004,136,382.171741,0.355860953099617
2-39-139-28,attack,instructions,psi_group_change,7.238078431372548,29.81,0.51,3.772392543948114,255,382.171741,0.667239287061782
2-39-139-28,attack,instructions,_raw_spin_lock_irqsave,3.0363414634146344,8.14,0.19,1.4869069382791775,123,382.171741,0.3218448325827419
2-39-139-28,attack,instructions,event_sched_in,14.510289855072465,94.98,0.17,29.327527835916644,138,382.171741,0.3610942024099055
2-39-139-28,attack,instructions,x86_pmu_event_init,3.740125,16.56,0.17,2.08787002708502,80,382.171741,0.2093299724115394
2-39-139-28,normal,instructions,x86_pmu_event_init,59.23757142857143,98.73,0.31,48.43194075525895,70,404.289015,0.1731434627280189
2-39-139-28,normal,instructions,_raw_spin_lock_irqsave,4.974285714285713,13.54,0.32,3.730510497429081,56,404.289015,0.1385147701824151
2-39-139-28,normal,instructions,inherit_event.constprop.0,4.497910447761194,17.58,0.02,4.190447976954161,134,404.289015,0.3314460572222077
2-39-139-28,normal,instructions,native_sched_clock,3.8432,13.18,0.44,3.3069997984074133,25,404.289015,0.0618369509742924
2-39-139-28,normal,instructions,psi_group_change,6.676158940397351,34.24,0.02,7.077957978675978,151,404.289015,0.3734951838847266
2-39-139-28,normal,instructions,event_sched_in,23.75511627906977,99.69,0.01,40.21172745831353,129,404.289015,0.3190786670273492
2-39-131-30,attack,branch,ctx_sched_in,1.7860975609756098,4.19,0.77,0.5731238982192486,82,382.171741,0.2145632217218279
2-39-131-30,attack,branch,psi_group_change,10.73804804804805,60.0,0.92,8.265637248888591,333,382.171741,0.871336010163033
2-39-131-30,attack,branch,visit_groups_merge.constprop.0.is,4.607543859649122,21.86,1.75,2.2168825069307587,171,382.171741,0.4474428160296655
2-39-131-30,attack,branch,__update_load_avg_se,3.125471698113208,6.05,0.87,1.0257090718840003,53,382.171741,0.1386811067226449
2-39-131-30,attack,branch,kmem_cache_alloc_node,3.780693641618497,9.48,0.07,2.0177807241986687,173,382.171741,0.4526760653399541
2-39-131-30,attack,branch,merge_sched_in,5.792944444444444,53.33,0.06,7.067601720181227,180,382.171741,0.4709924379259638
2-39-131-30,attack,branch,event_sched_in,5.153557692307692,14.28,1.33,2.2937944644590478,104,382.171741,0.2721289641350012
2-39-131-30,attack,branch,kmem_cache_alloc_trace,3.267482517482517,12.19,1.22,2.0807062954853786,143,382.171741,0.3741773256856268
2-39-131-30,attack,branch,native_sched_clock,3.333925925925925,12.35,0.1,2.0546082519786943,135,382.171741,0.3532443284444728
2-39-131-30,attack,branch,update_load_avg,7.419846153846154,100.0,1.43,14.98541921463866,65,382.171741,0.1700806025843758
2-39-131-30,attack,branch,perf_event_groups_insert,5.669003984063745,23.08,0.07,3.5075456096798034,251,382.171741,0.656772788441205
2-39-131-30,normal,branch,update_load_avg,6.736989247311829,19.09,0.75,3.3727487773477165,93,404.289015,0.230033457624368
2-39-131-30,normal,branch,__update_load_avg_se,7.856388888888889,17.92,2.94,3.0751801987991034,72,404.289015,0.1780904188059623
2-39-131-30,normal,branch,kmem_cache_alloc_node,2.3146153846153843,8.9,0.02,2.98288810011336,52,404.289015,0.1286208580265283
2-39-131-30,normal,branch,merge_sched_in,3.522909090909092,14.68,0.05,4.215783690040575,55,404.289015,0.1360412921434434
2-39-131-30,normal,branch,ctx_sched_in,5.4317142857142855,23.85,0.07,6.519667229755635,70,404.289015,0.1731434627280189
2-39-131-30,normal,branch,perf_event_groups_insert,4.052475247524753,21.13,0.19,4.987802804029162,101,404.289015,0.2498212819361416
2-39-131-30,normal,branch,native_sched_clock,3.491014492753622,26.46,0.04,7.407215707936723,69,404.289015,0.1706699846890472
2-39-131-30,normal,branch,psi_group_change,14.137565217391304,41.39,0.07,11.492134884140144,115,404.289015,0.2844499744817454
2-39-131-30,normal,branch,event_sched_in,40.57301075268818,100.0,0.05,46.3717050327366,186,404.289015,0.4600669152487361
2-39-131-30,normal,branch,kmem_cache_alloc_trace,5.0633333333333335,9.94,0.48,4.052551173581001,24,404.289015,0.0593634729353207
2-39-131-30,normal,branch,visit_groups_merge.constprop.0.is,3.61,20.01,0.05,4.95647097696078,45,404.289015,0.1113065117537264
2-39-131-30,attack,cycles,perf_event_alloc,6.703509933774835,30.66,0.0,4.394592221763261,302,382.171741,0.7902206458535614
2-39-131-30,normal,cycles,perf_event_alloc,4.307456140350878,28.43,0.01,6.108741569260094,114,404.289015,0.2819764964427737
2-39-131-30,attack,instructions,native_sched_clock,4.081985018726591,36.11,0.0,4.0629632172883285,267,382.171741,0.6986387829235129
2-39-131-30,attack,instructions,inherit_event.constprop.0,4.683225806451612,33.33,0.0,4.873241700660882,186,382.171741,0.4866921858568292
2-39-131-30,attack,instructions,psi_group_change,6.503939393939394,44.38,0.0,5.61869878021602,297,382.171741,0.7771375225778402
2-39-131-30,attack,instructions,_raw_spin_lock_irqsave,7.733095238095237,34.39,0.32,5.626131750902512,42,382.171741,0.1098982355160582
2-39-131-30,attack,instructions,event_sched_in,3.185082872928177,15.37,0.0,2.2283792363221555,181,382.171741,0.473609062581108
2-39-131-30,attack,instructions,x86_pmu_event_init,2.612191780821918,18.13,0.0,2.7219188730743165,73,382.171741,0.1910135998255297
2-39-131-30,normal,instructions,x86_pmu_event_init,4.038636363636365,20.28,0.09,5.0145998893969566,44,404.289015,0.1088330337147547
2-39-131-30,normal,instructions,_raw_spin_lock_irqsave,4.482400000000001,15.39,0.02,5.227493081618318,50,404.289015,0.1236739019485849
2-39-131-30,normal,instructions,inherit_event.constprop.0,5.466265060240965,31.03,0.12,7.695282322725215,83,404.289015,0.205298677234651
2-39-131-30,normal,instructions,native_sched_clock,15.453664122137404,31.25,0.0,12.613822711375432,131,404.289015,0.3240256231052926
2-39-131-30,normal,instructions,psi_group_change,10.67324840764331,47.35,0.39,11.27995545866367,157,404.289015,0.3883360521185568
2-39-131-30,normal,instructions,event_sched_in,30.966327683615813,100.0,0.03,43.116214448502845,177,404.289015,0.4378056128979908
2-39-89-25,attack,cycles,native_write_msr,100.0,100.0,100.0,,1,29.238053,0.0342020038064778
2-39-89-25,normal,cycles,native_write_msr,1.965,3.1,0.0,1.3562325267691624,4,53.209588,0.0751744215722925
2-39-139-28,attack,cycles,native_write_msr,0.0,0.0,0.0,,1,29.238053,0.0342020038064778
2-39-139-28,normal,cycles,native_write_msr,0.0,0.0,0.0,,1,53.209588,0.0187936053930731
2-39-131-30,attack,cycles,native_write_msr,100.0,100.0,100.0,,1,29.238053,0.0342020038064778
2-39-131-30,normal,cycles,native_write_msr,2.9125,5.19,0.0,1.5416387384857713,8,53.209588,0.1503488431445851
2-39-89-25,attack,branch,x86_setup_perfctr,2.565217391304348,5.16,0.39,1.0579114416422046,46,211.57453,0.2174174745892144
2-39-89-25,attack,branch,inherit_task_group.isra.0,2.1999999999999997,3.58,1.28,0.4017160160807104,34,211.57453,0.1606998725224628
2-39-89-25,attack,branch,psi_group_change,7.839569892473118,22.02,1.78,3.4265552520116525,186,211.57453,0.8791228320346499
2-39-89-25,attack,branch,kmem_cache_alloc_node_trace,5.156428571428572,17.17,1.8,2.4944686230418323,98,211.57453,0.4631937502118047
2-39-89-25,attack,branch,__schedule,2.2924444444444454,2.98,0.44,0.7506214260547893,45,211.57453,0.2126910077503185
2-39-89-25,attack,branch,merge_sched_in,4.117826086956521,16.27,0.53,2.414756819185884,115,211.57453,0.5435436864730362
2-39-89-25,attack,branch,event_sched_in,3.1161682242990656,7.46,0.68,1.3467946887695088,107,211.57453,0.5057319517618685
2-39-89-25,attack,branch,timerqueue_add,2.51,2.75,2.27,0.3394112549695428,2,211.57453,0.0094529336777919
2-39-89-25,attack,branch,rb_next,3.1507865168539326,8.27,0.32,1.4498073733486605,89,211.57453,0.4206555486617411
2-39-89-25,attack,branch,kmem_cache_alloc_trace,3.5950495049504947,15.65,1.34,2.552632611153582,101,211.57453,0.4773731507284927
2-39-89-25,attack,branch,visit_groups_merge.constprop.0.is,5.588928571428573,19.32,1.53,5.11082028589433,28,211.57453,0.132341071489087
2-39-89-25,normal,branch,timerqueue_add,14.99875,100.0,0.43,29.003703184026307,32,233.854285,0.1368373472395427
2-39-89-25,normal,branch,kmem_cache_alloc_node_trace,7.617586206896551,22.31,0.36,9.384071099159932,29,233.854285,0.1240088459358356
2-39-89-25,normal,branch,__schedule,2.485652173913043,12.6,0.54,2.2383610589400065,69,233.854285,0.2950555299852641
2-39-89-25,normal,branch,inherit_task_group.isra.0,4.5236,17.65,0.33,4.241656398153909,25,233.854285,0.1069041775308927
2-39-89-25,normal,branch,merge_sched_in,4.618695652173912,10.15,0.0,1.4065978072300371,69,233.854285,0.2950555299852641
2-39-89-25,normal,branch,rb_next,4.279677419354838,13.03,0.33,4.106623498586129,31,233.854285,0.132561180138307
2-39-89-25,normal,branch,psi_group_change,11.187941176470588,25.47,0.01,5.475250323064496,136,233.854285,0.5815587257680568
2-39-89-25,normal,branch,event_sched_in,5.970000000000001,22.31,0.0,5.544099996944448,135,233.854285,0.5772825586668211
2-39-89-25,normal,branch,kmem_cache_alloc_trace,3.053265306122449,14.27,0.49,2.7517034182634768,98,233.854285,0.4190643759210997
2-39-89-25,normal,branch,visit_groups_merge.constprop.0.is,3.794000000000001,18.54,0.34,4.286652827529667,70,233.854285,0.2993316970864998
2-39-89-25,normal,branch,x86_setup_perfctr,4.6432142857142855,15.45,0.3,3.8501849339965513,56,233.854285,0.2394653576691998
2-39-89-25,attack,cycles,dequeue_task_fair,3.06375,4.97,2.1,0.9590760062238476,8,211.57453,0.0378117347111677
2-39-89-25,attack,cycles,memcg_slab_post_alloc_hook,2.2333333333333334,2.42,1.93,0.2650157228040128,3,211.57453,0.0141794005166879
2-39-89-25,attack,cycles,perf_event_update_userpage,2.9873000000000003,12.86,0.34,1.5904327947912402,100,211.57453,0.4726466838895967
2-39-89-25,attack,cycles,inherit_event.constprop.0,3.3175714285714286,8.18,0.06,1.5224265331430886,140,211.57453,0.6617053574454353
2-39-89-25,attack,cycles,entry_SYSCALL_64_after_hwframe,2.6834,5.23,0.07,0.9237227475199008,50,211.57453,0.2363233419447983
2-39-89-25,attack,cycles,__get_user_8,2.032978723404255,3.83,0.43,0.6451454668913895,47,211.57453,0.2221439414281104
2-39-89-25,attack,cycles,psi_group_change,4.167786259541984,18.56,0.14,2.223764753079899,131,211.57453,0.6191671558953716
2-39-89-25,attack,cycles,native_write_msr,13.373333333333331,100.0,1.83,32.49040473739901,9,211.57453,0.0425382015500637
2-39-89-25,attack,cycles,merge_sched_in,2.5622033898305085,9.06,0.6,1.386351037543759,59,211.57453,0.278861543494862
2-39-89-25,attack,cycles,event_sched_in,2.951692307692308,18.82,0.39,2.2681769725588303,65,211.57453,0.3072203445282379
2-39-89-25,attack,cycles,syscall_exit_to_user_mode,4.357235772357723,10.91,0.1,2.200576042622837,123,211.57453,0.5813554211842039
2-39-89-25,attack,cycles,kfree,2.9181600000000008,10.15,0.66,1.7683806078425417,125,211.57453,0.5908083548619959
2-39-89-25,attack,cycles,x86_get_event_constraints,4.339565217391304,5.19,1.93,1.0255130789506368,23,211.57453,0.1087087372946072
2-39-89-25,attack,cycles,syscall_return_via_sysret,4.159999999999999,5.19,1.86,1.1069879051833504,28,211.57453,0.132341071489087
2-39-89-25,attack,cycles,rb_next,3.195,23.18,0.44,3.2290809275030004,56,211.57453,0.2646821429781741
2-39-89-25,attack,cycles,perf_event_groups_insert,3.202608695652174,6.95,0.55,1.3599293365875702,69,211.57453,0.3261262118838217
2-39-89-25,attack,cycles,perf_pmu_nop_int,2.3966666666666665,2.8,1.97,0.4154916766113772,3,211.57453,0.0141794005166879
2-39-89-25,attack,cycles,memset_erms,6.294269662921348,26.82,0.06,4.158681991241001,178,211.57453,0.8413110973234822
2-39-89-25,attack,cycles,visit_groups_merge.constprop.0.is,3.6645945945945946,5.02,1.56,1.1850471031299286,37,211.57453,0.1748792730391508
2-39-89-25,normal,cycles,dequeue_task_fair,3.367619047619048,9.23,0.69,2.584016069535762,21,233.854285,0.0897995091259499
2-39-89-25,normal,cycles,memcg_slab_post_alloc_hook,2.521346153846153,10.21,0.02,2.468095471746375,104,233.854285,0.444721378528514
2-39-89-25,normal,cycles,perf_event_update_userpage,34.628467741935474,98.05,0.57,43.22781626752747,124,233.854285,0.5302447205532282
2-39-89-25,normal,cycles,entry_SYSCALL_64_after_hwframe,6.921417910447762,50.0,0.0,8.606814065050633,134,233.854285,0.5730063915655854
2-39-89-25,normal,cycles,inherit_event.constprop.0,4.168636363636365,9.71,0.59,3.269979314707468,22,233.854285,0.0940756762271856
2-39-89-25,normal,cycles,__get_user_8,1.9922471910112365,10.83,0.02,2.167146087709589,89,233.854285,0.3805788720099783
2-39-89-25,normal,cycles,native_write_msr,100.0,100.0,100.0,,1,233.854285,0.0042761671012357
2-39-89-25,normal,cycles,psi_group_change,5.474,32.31,0.0,5.221970988735409,140,233.854285,0.5986633941729996
2-39-89-25,normal,cycles,merge_sched_in,9.042276422764226,19.73,0.0,8.472110060296899,123,233.854285,0.5259685534519926
2-39-89-25,normal,cycles,event_sched_in,3.981176470588234,9.31,1.11,2.6026161894162896,17,233.854285,0.0726948407210071
2-39-89-25,normal,cycles,syscall_exit_to_user_mode,2.4982300884955757,13.71,0.01,3.123662065042666,113,233.854285,0.4832068824396354
2-39-89-25,normal,cycles,kfree,1.8300909090909088,8.92,0.01,2.1973284427316946,110,233.854285,0.4703783811359283
2-39-89-25,normal,cycles,x86_get_event_constraints,4.892000000000001,13.82,2.01,3.4706302433008167,15,233.854285,0.0641425065185356
2-39-89-25,normal,cycles,syscall_return_via_sysret,3.949473684210527,9.0,1.22,2.219908590921433,19,233.854285,0.0812471749234785
2-39-89-25,normal,cycles,rb_next,4.403333333333334,10.0,1.79,2.6044046938837693,15,233.854285,0.0641425065185356
2-39-89-25,normal,cycles,perf_event_groups_insert,1.1083908045977011,8.95,0.0,1.803096092812157,87,233.854285,0.3720265378075069
2-39-89-25,normal,cycles,perf_pmu_nop_int,3.565454545454545,7.93,0.61,2.317463159973746,22,233.854285,0.0940756762271856
2-39-89-25,normal,cycles,memset_erms,4.1692,30.27,0.01,6.190772868525983,125,233.854285,0.5345208876544639
2-39-89-25,normal,cycles,visit_groups_merge.constprop.0.is,3.643181818181817,8.1,0.63,2.36707652996292,22,233.854285,0.0940756762271856
2-39-89-25,attack,instructions,psi_group_change,6.201420765027323,25.81,0.08,4.094651315912885,183,211.57453,0.8649434315179619
2-39-89-25,attack,instructions,intel_cpuc_prepare,2.524927536231885,4.89,0.15,0.6789646598886165,69,211.57453,0.3261262118838217
2-39-89-25,attack,instructions,visit_groups_merge.constprop.0.is,2.615106382978723,6.25,0.21,1.0274511991805269,47,211.57453,0.2221439414281104
2-39-89-25,attack,instructions,perf_pmu_nop_txn,3.071600000000001,5.19,0.05,1.2909059625246269,50,211.57453,0.2363233419447983
2-39-89-25,attack,instructions,kmem_cache_alloc_node,5.189510489510488,22.93,0.05,3.781846245724125,143,211.57453,0.6758847579621233
2-39-89-25,attack,instructions,perf_event_alloc,6.795128205128205,14.24,0.1,3.649212816074969,156,211.57453,0.7373288268677709
2-39-89-25,attack,instructions,merge_sched_in,4.4075,22.78,0.27,3.805415756584264,88,211.57453,0.4159290818228451
2-39-89-25,attack,instructions,x86_get_event_constraints,3.493023255813953,10.22,2.38,1.6691037442202623,43,211.57453,0.2032380740725266
2-39-89-25,attack,instructions,kmem_cache_alloc_trace,3.7753763440860215,7.45,0.07,1.5596840253716564,93,211.57453,0.4395614160173249
2-39-89-25,attack,instructions,kfree,6.560489130434783,43.05,0.07,4.680854188533055,184,211.57453,0.8696698983568579
2-39-89-25,attack,instructions,__srcu_read_lock,2.318695652173912,2.73,2.3,0.0896611980445421,23,211.57453,0.1087087372946072
2-39-89-25,normal,instructions,perf_pmu_nop_txn,2.66875,5.08,0.85,1.2446572486699568,16,233.854285,0.0684186736197713
2-39-89-25,normal,instructions,__srcu_read_lock,5.483809523809525,12.49,1.48,3.1243726989437035,21,233.854285,0.0897995091259499
2-39-89-25,normal,instructions,x86_get_event_constraints,3.5395454545454537,8.1,0.99,1.9479329148337328,22,233.854285,0.0940756762271856
2-39-89-25,normal,instructions,intel_cpuc_prepare,4.6548,9.74,1.71,2.310856839644839,25,233.854285,0.1069041775308927
2-39-89-25,normal,instructions,perf_event_alloc,12.8939837398374,100.0,1.53,17.263050076222324,123,233.854285,0.5259685534519926
2-39-89-25,normal,instructions,kmem_cache_alloc_node,4.196666666666666,7.65,1.79,1.916646376704199,12,233.854285,0.0513140052148285
2-39-89-25,normal,instructions,merge_sched_in,4.746071428571427,9.79,1.45,2.331982687321725,28,233.854285,0.1197326788345999
2-39-89-25,normal,instructions,psi_group_change,6.704468085106383,19.98,1.99,2.753145324775157,141,233.854285,0.6029395612742353
2-39-89-25,normal,instructions,kmem_cache_alloc_trace,2.504375,4.55,1.15,1.1070258578732477,16,233.854285,0.0684186736197713
2-39-89-25,normal,instructions,visit_groups_merge.constprop.0.is,6.4978448275862055,12.5,1.36,2.131328961218689,116,233.854285,0.4960353837433425
2-39-89-25,normal,instructions,kfree,5.739999999999999,18.59,2.27,4.701226481970701,24,233.854285,0.102628010429657
2-39-131-30,attack,branch,x86_setup_perfctr,2.181129032258064,3.77,1.6,0.389548308579412,62,211.57453,0.2930409440115499
2-39-131-30,attack,branch,inherit_task_group.isra.0,4.042,5.37,2.8,1.0332327908075702,5,211.57453,0.0236323341944798
2-39-131-30,attack,branch,psi_group_change,7.617536231884056,22.67,0.29,3.8880755023297007,138,211.57453,0.6522524237676435
2-39-131-30,attack,branch,kmem_cache_alloc_node_trace,3.317118644067796,8.0,0.22,1.4125155487059455,59,211.57453,0.278861543494862
2-39-131-30,attack,branch,__schedule,5.449615384615385,8.16,0.33,2.199604474934948,26,211.57453,0.1228881378112951
2-39-131-30,attack,branch,merge_sched_in,6.005921052631578,12.0,0.09,2.7831067425362743,76,211.57453,0.3592114797560935
2-39-131-30,attack,branch,event_sched_in,6.187407407407409,19.76,1.81,4.099805429334978,27,211.57453,0.1276146046501911
2-39-131-30,attack,branch,timerqueue_add,1.8813333333333335,4.13,1.42,0.606514822477619,30,211.57453,0.141794005166879
2-39-131-30,attack,branch,rb_next,5.815833333333333,11.74,0.24,2.742657079757303,36,211.57453,0.1701528062002548
2-39-131-30,attack,branch,kmem_cache_alloc_trace,4.071282051282052,26.99,0.47,4.8284448730453375,39,211.57453,0.1843322067169427
2-39-131-30,attack,branch,visit_groups_merge.constprop.0.is,3.665454545454545,8.64,0.13,1.5813812675274468,66,211.57453,0.3119468113671338
2-39-131-30,normal,branch,timerqueue_add,3.72375,5.6,2.0,1.1885157310095409,8,233.854285,0.0342093368098856
2-39-131-30,normal,branch,kmem_cache_alloc_node_trace,4.242972972972972,8.93,2.27,0.999073172865223,74,233.854285,0.3164363654914426
2-39-131-30,normal,branch,__schedule,2.6420895522388053,5.75,1.1,0.6548202096838508,67,233.854285,0.2865031957827927
2-39-131-30,normal,branch,inherit_task_group.isra.0,7.120144927536232,12.5,6.28,1.642838731079282,69,233.854285,0.2950555299852641
2-39-131-30,normal,branch,merge_sched_in,3.1990277777777782,9.57,1.1,1.531780846791672,72,233.854285,0.3078840312889712
2-39-131-30,normal,branch,rb_next,8.800641025641026,25.0,2.0,3.681570225326325,78,233.854285,0.3335410338963855
2-39-131-30,normal,branch,psi_group_change,4.530649350649351,16.69,1.79,2.7066250774050213,77,233.854285,0.3292648667951498
2-39-131-30,normal,branch,event_sched_in,2.788732394366197,21.25,0.59,3.2993942862191576,71,233.854285,0.3036078641877355
